"","Date","Time","Calib"
"419","25/02/2019"," 06:30:00",11.8
"420","25/02/2019"," 06:35:00",17.7
"421","25/02/2019"," 06:40:00",25.4
"422","25/02/2019"," 06:45:00",35.9
"423","25/02/2019"," 06:50:00",29.5
"424","25/02/2019"," 06:55:00",49.9
"425","25/02/2019"," 07:00:00",71.7
"426","25/02/2019"," 07:05:00",71.7
"427","25/02/2019"," 07:10:00",89.4
"428","25/02/2019"," 07:15:00",108.5
"429","25/02/2019"," 07:20:00",103.1
"430","25/02/2019"," 07:25:00",99
"431","25/02/2019"," 07:30:00",116.2
"432","25/02/2019"," 07:35:00",134.8
"433","25/02/2019"," 07:40:00",152.1
"434","25/02/2019"," 07:45:00",146.6
"435","25/02/2019"," 07:50:00",129.4
"436","25/02/2019"," 07:55:00",142.6
"437","25/02/2019"," 08:00:00",144.8
"438","25/02/2019"," 08:05:00",158.4
"439","25/02/2019"," 08:10:00",217.5
"440","25/02/2019"," 08:15:00",284.2
"441","25/02/2019"," 08:20:00",360.5
"442","25/02/2019"," 08:25:00",246.1
"443","25/02/2019"," 08:30:00",253.3
"444","25/02/2019"," 08:35:00",371.8
"445","25/02/2019"," 08:40:00",750.4
"446","25/02/2019"," 08:45:00",745.5
"447","25/02/2019"," 08:50:00",876.2
"448","25/02/2019"," 08:55:00",923.4
"449","25/02/2019"," 09:00:00",549.8
"450","25/02/2019"," 09:05:00",515.7
"451","25/02/2019"," 09:10:00",414.9
"452","25/02/2019"," 09:15:00",418.6
"453","25/02/2019"," 09:20:00",430.8
"454","25/02/2019"," 09:25:00",601.5
"455","25/02/2019"," 09:30:00",689.6
"456","25/02/2019"," 09:35:00",949.7
"457","25/02/2019"," 09:40:00",1321.1
"458","25/02/2019"," 09:45:00",973.4
"459","25/02/2019"," 09:50:00",482.1
"460","25/02/2019"," 09:55:00",538.4
"461","25/02/2019"," 10:00:00",932
"462","25/02/2019"," 10:05:00",820.8
"463","25/02/2019"," 10:10:00",404.1
"464","25/02/2019"," 10:15:00",305.1
"465","25/02/2019"," 10:20:00",360.5
"466","25/02/2019"," 10:25:00",400
"467","25/02/2019"," 10:30:00",353.7
"468","25/02/2019"," 10:35:00",524.4
"469","25/02/2019"," 10:40:00",770.4
"470","25/02/2019"," 10:45:00",527.5
"471","25/02/2019"," 10:50:00",364.6
"472","25/02/2019"," 10:55:00",370.9
"473","25/02/2019"," 11:00:00",693.7
"474","25/02/2019"," 11:05:00",1184.5
"475","25/02/2019"," 11:10:00",1117.3
"476","25/02/2019"," 11:15:00",873.5
"477","25/02/2019"," 11:20:00",447.6
"478","25/02/2019"," 11:25:00",554.3
"479","25/02/2019"," 11:30:00",329.1
"480","25/02/2019"," 11:35:00",301
"481","25/02/2019"," 11:40:00",511.2
"482","25/02/2019"," 11:45:00",645.1
"483","25/02/2019"," 11:50:00",706.9
"484","25/02/2019"," 11:55:00",549.8
"485","25/02/2019"," 12:00:00",667.4
"486","25/02/2019"," 12:05:00",761.8
"487","25/02/2019"," 12:10:00",829
"488","25/02/2019"," 12:15:00",852.1
"489","25/02/2019"," 12:20:00",534.3
"490","25/02/2019"," 12:25:00",399.1
"491","25/02/2019"," 12:30:00",687.8
"492","25/02/2019"," 12:35:00",784
"493","25/02/2019"," 12:40:00",850.8
"494","25/02/2019"," 12:45:00",923.9
"495","25/02/2019"," 12:50:00",1279.3
"496","25/02/2019"," 12:55:00",2030.2
"497","25/02/2019"," 13:00:00",784
"498","25/02/2019"," 13:05:00",357.7
"499","25/02/2019"," 13:10:00",710.5
"500","25/02/2019"," 13:15:00",875.7
"501","25/02/2019"," 13:20:00",537.1
"502","25/02/2019"," 13:25:00",262.4
"503","25/02/2019"," 13:30:00",360.9
"504","25/02/2019"," 13:35:00",437.2
"505","25/02/2019"," 13:40:00",416.8
"506","25/02/2019"," 13:45:00",748.2
"507","25/02/2019"," 13:50:00",541.6
"508","25/02/2019"," 13:55:00",616.5
"509","25/02/2019"," 14:00:00",549.3
"510","25/02/2019"," 14:05:00",567.9
"511","25/02/2019"," 14:10:00",538
"512","25/02/2019"," 14:15:00",600.6
"513","25/02/2019"," 14:20:00",507.1
"514","25/02/2019"," 14:25:00",422.2
"515","25/02/2019"," 14:30:00",445.8
"516","25/02/2019"," 14:35:00",573.8
"517","25/02/2019"," 14:40:00",986.1
"518","25/02/2019"," 14:45:00",1208.1
"519","25/02/2019"," 14:50:00",1038.3
"520","25/02/2019"," 14:55:00",1018.3
"521","25/02/2019"," 15:00:00",851.2
"522","25/02/2019"," 15:05:00",561.1
"523","25/02/2019"," 15:10:00",476.2
"524","25/02/2019"," 15:15:00",368.2
"525","25/02/2019"," 15:20:00",508.5
"526","25/02/2019"," 15:25:00",373.6
"527","25/02/2019"," 15:30:00",379.5
"528","25/02/2019"," 15:35:00",448.5
"529","25/02/2019"," 15:40:00",389.1
"530","25/02/2019"," 15:45:00",339.6
"531","25/02/2019"," 15:50:00",336.9
"532","25/02/2019"," 15:55:00",338.2
"533","25/02/2019"," 16:00:00",383.6
"534","25/02/2019"," 16:05:00",331
"535","25/02/2019"," 16:10:00",219.3
"536","25/02/2019"," 16:15:00",203.8
"537","25/02/2019"," 16:20:00",204.3
"538","25/02/2019"," 16:25:00",157.5
"539","25/02/2019"," 16:30:00",111.7
"540","25/02/2019"," 16:35:00",163.9
"541","25/02/2019"," 16:40:00",179.8
"542","25/02/2019"," 16:45:00",190.7
"543","25/02/2019"," 16:50:00",178
"544","25/02/2019"," 16:55:00",163
"545","25/02/2019"," 17:00:00",134.8
"546","25/02/2019"," 17:05:00",129.4
"547","25/02/2019"," 17:10:00",144.4
"548","25/02/2019"," 17:15:00",133
"549","25/02/2019"," 17:20:00",119.4
"550","25/02/2019"," 17:25:00",118.9
"551","25/02/2019"," 17:30:00",126.2
"552","25/02/2019"," 17:35:00",120.3
"553","25/02/2019"," 17:40:00",122.6
"554","25/02/2019"," 17:45:00",96.7
"555","25/02/2019"," 17:50:00",88.5
"556","25/02/2019"," 17:55:00",78.1
"557","25/02/2019"," 18:00:00",66.3
"558","25/02/2019"," 18:05:00",53.6
"559","25/02/2019"," 18:10:00",44.9
"560","25/02/2019"," 18:15:00",36.3
"561","25/02/2019"," 18:20:00",30
"562","25/02/2019"," 18:25:00",25.4
"563","25/02/2019"," 18:30:00",31.8
"564","25/02/2019"," 18:35:00",25.4
"565","25/02/2019"," 18:40:00",15.4
"566","25/02/2019"," 18:45:00",12.3
"567","25/02/2019"," 18:50:00",7.3
"568","25/02/2019"," 18:55:00",4.5
"569","25/02/2019"," 19:00:00",2.7
"570","25/02/2019"," 19:05:00",0.5
"571","25/02/2019"," 19:10:00",0
"572","25/02/2019"," 19:15:00",0
"573","25/02/2019"," 19:20:00",0
"574","25/02/2019"," 19:25:00",0
"575","25/02/2019"," 19:30:00",0
"576","25/02/2019"," 19:35:00",0
"577","25/02/2019"," 19:40:00",0
"578","25/02/2019"," 19:45:00",0
"579","25/02/2019"," 19:50:00",0
"580","25/02/2019"," 19:55:00",0
"581","25/02/2019"," 20:00:00",0
"582","25/02/2019"," 20:05:00",0
"583","25/02/2019"," 20:10:00",0
"584","25/02/2019"," 20:15:00",0
"585","25/02/2019"," 20:20:00",0
"586","25/02/2019"," 20:25:00",0
"587","25/02/2019"," 20:30:00",0
"588","25/02/2019"," 20:35:00",0
"589","25/02/2019"," 20:40:00",0
"590","25/02/2019"," 20:45:00",0
"591","25/02/2019"," 20:50:00",0
"592","25/02/2019"," 20:55:00",0
"593","25/02/2019"," 21:00:00",0
"594","25/02/2019"," 21:05:00",0
"595","25/02/2019"," 21:10:00",0
"596","25/02/2019"," 21:15:00",0
"597","25/02/2019"," 21:20:00",0
"598","25/02/2019"," 21:25:00",0
"599","25/02/2019"," 21:30:00",0
"600","25/02/2019"," 21:35:00",0
"601","25/02/2019"," 21:40:00",0
"602","25/02/2019"," 21:45:00",0
"603","25/02/2019"," 21:50:00",0
"604","25/02/2019"," 21:55:00",0
"605","25/02/2019"," 22:00:00",0
"606","25/02/2019"," 22:05:00",0
"607","25/02/2019"," 22:10:00",0
"608","25/02/2019"," 22:15:00",0
"609","25/02/2019"," 22:20:00",0
"610","25/02/2019"," 22:25:00",0
"611","25/02/2019"," 22:30:00",0
"612","25/02/2019"," 22:35:00",0
"613","25/02/2019"," 22:40:00",0
"614","25/02/2019"," 22:45:00",0
"615","25/02/2019"," 22:50:00",0
"616","25/02/2019"," 22:55:00",0
"617","25/02/2019"," 23:00:00",0
"618","25/02/2019"," 23:05:00",0
"619","25/02/2019"," 23:10:00",0
"620","25/02/2019"," 23:15:00",0
"621","25/02/2019"," 23:20:00",0
"622","25/02/2019"," 23:25:00",0
"623","25/02/2019"," 23:30:00",0
"624","25/02/2019"," 23:35:00",0
"625","25/02/2019"," 23:40:00",0
"626","25/02/2019"," 23:45:00",0
"627","25/02/2019"," 23:50:00",0
"628","25/02/2019"," 23:55:00",0
"629","25/02/2019"," 24:00:00",0
"630","26/02/2019"," 00:05:00",0
"631","26/02/2019"," 00:10:00",0
"632","26/02/2019"," 00:15:00",0
"633","26/02/2019"," 00:20:00",0
"634","26/02/2019"," 00:25:00",0
"635","26/02/2019"," 00:30:00",0
"636","26/02/2019"," 00:35:00",0
"637","26/02/2019"," 00:40:00",0
"638","26/02/2019"," 00:45:00",0
"639","26/02/2019"," 00:50:00",0
"640","26/02/2019"," 00:55:00",0
"641","26/02/2019"," 01:00:00",0
"642","26/02/2019"," 01:05:00",0
"643","26/02/2019"," 01:10:00",0
"644","26/02/2019"," 01:15:00",0
"645","26/02/2019"," 01:20:00",0
"646","26/02/2019"," 01:25:00",0
"647","26/02/2019"," 01:30:00",0
"648","26/02/2019"," 01:35:00",0
"649","26/02/2019"," 01:40:00",0
"650","26/02/2019"," 01:45:00",0
"651","26/02/2019"," 01:50:00",0
"652","26/02/2019"," 01:55:00",0
"653","26/02/2019"," 02:00:00",0
"654","26/02/2019"," 02:05:00",0
"655","26/02/2019"," 02:10:00",0
"656","26/02/2019"," 02:15:00",0
"657","26/02/2019"," 02:20:00",0
"658","26/02/2019"," 02:25:00",0
"659","26/02/2019"," 02:30:00",0
"660","26/02/2019"," 02:35:00",0
"661","26/02/2019"," 02:40:00",0
"662","26/02/2019"," 02:45:00",0
"663","26/02/2019"," 02:50:00",0
"664","26/02/2019"," 02:55:00",0
"665","26/02/2019"," 03:00:00",0
"666","26/02/2019"," 03:05:00",0
"667","26/02/2019"," 03:10:00",0
